0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	0.0	1.0
0.5	3.0715329117153716e-45	1.0
0.5	1.1016785419027299e-43	1.0
0.5	2.018676962287281e-42	1.0
0.5	2.5185682488638075e-41	1.0
0.5	2.4060178043507445e-40	1.0
0.5	1.8765837996978e-39	1.0
0.5	1.2443224283001522e-38	1.0
0.5	7.212351901674648e-38	1.0
0.5	3.72914104623768e-37	1.0
0.5	1.7467356750445416e-36	1.0
0.5	7.502241075109903e-36	1.0
0.5	2.983551784478408e-35	1.0
0.5	1.1074696237432456e-34	1.0
0.5	3.8626835000289085e-34	1.0
0.5	1.2731035924994539e-33	1.0
0.5	3.984388701351627e-33	1.0
0.5	1.1890650097247532e-32	1.0
0.5	3.3961488456643684e-32	1.0
0.5	9.313332789855542e-32	1.0
0.5	2.45924107012467e-31	1.0
0.5	6.268737813553099e-31	1.0
0.5	1.5460829401958518e-30	1.0
0.5	3.6970159089581426e-30	1.0
0.5	8.587025838165809e-30	1.0
0.5	1.9406186485673618e-29	1.0
0.5	4.273777753117542e-29	1.0
0.5	9.184792656398402e-29	1.0
0.5	1.9287393190608148e-28	1.0
0.5	3.9622407038835036e-28	1.0
0.5	7.9716436481086645e-28	1.0
0.5	1.5723003159308306e-27	1.0
0.5	3.0430746571814273e-27	1.0
0.5	5.784411769880903e-27	1.0
0.5	1.0807598144220724e-26	1.0
0.5	1.9863363922414446e-26	1.0
0.5	3.593674496936396e-26	1.0
0.5	6.404364973932404e-26	1.0
0.5	1.124957032220565e-25	1.0
0.5	1.948825743325877e-25	1.0
0.5	3.33140077977248e-25	1.0
0.5	5.62241967968002e-25	1.0
0.5	9.372922605429591e-25	1.0
0.5	1.5441278587178791e-24	1.0
0.5	2.515000394602867e-24	1.0
0.5	4.051533141083648e-24	1.0
0.5	6.4579967041229384e-24	1.0
0.5	1.0189083286948507e-23	1.0
0.5	1.5917868075901615e-23	1.0
0.5	2.4631632815102188e-23	1.0
0.5	3.776582055272441e-23	1.0
0.5	5.738975049146105e-23	1.0
0.5	8.64620404444091e-23	1.0
0.5	1.2917919359086824e-22	1.0
0.5	1.914477834575854e-22	1.0
0.5	2.8151944562341145e-22	1.0
0.5	4.10838844701743e-22	1.0
0.5	5.951683850459243e-22	1.0
0.5	8.56070201635162e-22	1.0
0.5	1.2228465139697865e-21	1.0
0.5	1.735064450929256e-21	1.0
0.5	2.4458217572699996e-21	1.0
0.5	3.425946278322127e-21	1.0
0.5	4.769365808852522e-21	1.0
0.5	6.599936927959898e-21	1.0
0.5	9.080083097133923e-21	1.0
0.5	1.2421664982735855e-20	1.0
0.5	1.6899591229148925e-20	1.0
0.5	2.2868777454173006e-20	1.0
0.5	3.0785176914657836e-20	1.0
0.5	4.123174010246952e-20	1.0
0.5	5.495031463818999e-20	1.0
0.5	7.288067354645167e-20	1.0
0.5	9.620806178880547e-20	1.0
0.5	1.2642088041213439e-19	1.0
0.5	1.6538038759994725e-19	1.0
0.5	2.1540458918215293e-19	1.0
0.5	2.7936882078269086e-19	1.0
0.5	3.6082589289327385e-19	1.0
0.5	4.641490819842985e-19	1.0
0.5	5.947017086130334e-19	1.0
0.5	7.590375507427499e-19	1.0
0.5	9.651369005693942e-19	1.0
0.5	1.222683689515254e-18	1.0
0.5	1.5433897821457225e-18	1.0
0.5	1.9413732790292943e-18	1.0
0.5	2.433598474380972e-18	1.0
0.5	3.0403859900236185e-18	1.0
0.5	3.786002555992356e-18	1.0
0.5	4.6993409330932624e-18	1.0
0.5	5.8147015768598724e-18	1.0
0.5	7.172688828405102e-18	1.0
0.5	8.821235688218042e-18	1.0
0.5	1.0816772586355745e-17	1.0
0.5	1.322555700883336e-17	1.0
0.5	1.6125182377155857e-17	1.0
0.5	1.9606286207405612e-17	1.0
0.5	2.377447929833986e-17	1.0
0.5	2.8752519515473855e-17	1.0
0.5	3.4682755650707714e-17	1.0
0.5	4.1729868844926604e-17	1.0
0.5	5.0083941164041775e-17	1.0
0.5	5.996388311665863e-17	1.0
0.5	7.16212541931119e-17	1.0
0.5	8.534451288979227e-17	1.0
0.5	1.0146373515794065e-16	1.0
0.5	1.2035584278049991e-16	1.0
0.5	1.4245038583194226e-16	1.0
0.5	1.682359261116702e-16	1.0
0.5	1.9826707125874842e-16	1.0
0.5	2.331722121512105e-16	1.0
0.5	2.7366201916358446e-16	1.0
0.5	3.205387558979481e-16	1.0
0.5	3.7470647211290844e-16	1.0
0.5	4.371821407473716e-16	1.0
0.5	5.091078071676685e-16	1.0
0.5	5.917638220532584e-16	1.0
0.5	6.865832326735065e-16	1.0
0.5	7.951674106915627e-16	1.0
0.5	9.193029980568011e-16	1.0
0.5	1.060980256010306e-15	1.0
0.5	1.2224129057243113e-15	1.0
0.5	1.4060595526222266e-15	1.0
0.5	1.6146467899770377e-15	1.0
0.5	1.8511940809587414e-15	1.0
0.5	2.1190405218926794e-15	1.0
0.5	2.4218735930970196e-15	1.0
0.5	2.7637600072864358e-15	1.0
0.5	3.1491787691578396e-15	1.0
0.5	3.583056563410846e-15	1.0
0.5	4.070805592098956e-15	1.0
0.5	4.618363985856156e-15	1.0
0.5	5.232238917197242e-15	1.0
0.5	5.9195525477486754e-15	1.0
0.5	6.688090944930718e-15	1.0
0.5	7.546356107282213e-15	1.0
0.5	8.503621241298408e-15	1.0
0.5	9.569989436342129e-15	1.0
0.5	1.0756455887892543e-14	1.0
0.5	1.2074973823117343e-14	1.0
0.5	1.353852428649813e-14	1.0
0.5	1.516118994700993e-14	1.0
0.5	1.6958233092160336e-14	1.0
0.5	1.8946177978038066e-14	1.0
0.5	2.1142897708412098e-14	1.0
0.5	2.3567705819869236e-14	1.0
0.5	2.6241452753988256e-14	1.0
0.5	2.918662740163262e-14	1.0
0.5	3.242746390861089e-14	1.0
0.5	3.59900539362154e-14	1.0
0.5	3.9902464574517234e-14	1.0
0.5	4.4194862110780703e-14	1.0
0.5	4.889964185997709e-14	1.0
0.5	5.405156426913803e-14	1.0
0.5	5.968789751220864e-14	1.0
0.5	6.584856679715327e-14	1.0
0.5	7.257631061234899e-14	1.0
0.5	7.991684414478848e-14	1.0
0.5	8.791903010832292e-14	1.0
0.5	9.663505722612217e-14	1.0
0.5	1.0612062661773358e-13	1.0
0.5	1.1643514634759903e-13	1.0
0.5	1.2764193439866126e-13	1.0
0.5	1.398084303417756e-13	1.0
0.5	1.5300641597905958e-13	1.0
0.5	1.6731224524708266e-13	1.0
0.5	1.8280708367394112e-13	1.0
0.5	1.995771576928003e-13	1.0
0.5	2.177140141234392e-13	1.0
0.5	2.3731479014272337e-13	1.0
0.5	2.5848249407478315e-13	1.0
0.5	2.813262973420074e-13	1.0
0.5	3.059618379288038e-13	1.0
0.5	3.3251153572144434e-13	1.0
0.5	3.611049200992388e-13	1.0
0.5	3.91878970164778e-13	1.0
0.5	4.2497846801409153e-13	1.0
0.5	4.605563654612945e-13	1.0
0.5	4.987741646466798e-13	1.0
0.5	5.39802312972273e-13	1.0
0.5	5.83820612824634e-13	1.0
0.5	6.310186465611847e-13	1.0
0.5	6.81596217253597e-13	1.0
0.5	7.357638056998188e-13	1.0
0.5	7.937430442351662e-13	1.0
0.5	8.55767207892612e-13	1.0
0.5	9.220817234829607e-13	1.0
0.5	9.929446971870773e-13	1.0
0.5	1.068627461274725e-12	1.0
0.5	1.1494151405879347e-12	1.0
0.5	1.2356072394511695e-12	1.0
0.5	1.3275182496959346e-12	1.0
0.5	1.4254782805138922e-12	1.0
0.5	1.5298337108800795e-12	1.0
0.5	1.6409478653164526e-12	1.0
0.5	1.759201713795781e-12	1.0
0.5	1.8849945966169067e-12	1.0
0.5	2.018744975114594e-12	1.0
0.5	2.160891209100684e-12	1.0
0.5	2.3118923619680416e-12	1.0
0.5	2.4722290344249202e-12	1.0
0.5	2.642404227864865e-12	1.0
0.5	2.8229442384162153e-12	1.0
0.5	3.0143995827556494e-12	1.0
0.5	3.2173459568121275e-12	1.0
0.5	3.432385228531033e-12	1.0
0.5	3.66014646591337e-12	1.0
0.5	3.901287001591559e-12	1.0
0.5	4.156493535251788e-12	1.0
0.5	4.426483275262968e-12	1.0
0.5	4.7120051209243e-12	1.0
0.5	5.0138408867972415e-12	1.0
