1.0	0.5	3.1483096971036293	2.0
1.0	0.5	3.1460504287064097	1.9999999999997122
1.0	0.5	3.1437875483395565	1.9999999999995142
1.0	0.5	3.141521041494896	1.9999999999993172
1.0	0.5	3.1392508935705927	1.9999999999991205
1.0	0.5	3.1369770898703346	1.999999999998923
1.0	0.5	3.1346996156024862	1.9999999999987252
1.0	0.5	3.1324184558792365	1.999999999998526
1.0	0.5	3.1301335957157383	1.9999999999983267
1.0	0.5	3.12784502002923	1.9999999999981273
1.0	0.5	3.1255527136381573	1.9999999999979285
1.0	0.5	3.1232566612612773	1.9999999999977305
1.0	0.5	3.1209568475167555	1.999999999997533
1.0	0.5	3.118653256921252	1.999999999997334
1.0	0.5	3.1163458738889966	1.9999999999971336
1.0	0.5	3.1140346827308543	1.9999999999969345
1.0	0.5	3.111719667653376	1.999999999996734
1.0	0.5	3.1094008127578454	1.9999999999965332
1.0	0.5	3.107078102039307	1.999999999996332
1.0	0.5	3.1047515193855872	1.9999999999961307
1.0	0.5	3.1024210485763035	1.99999999999593
1.0	0.5	3.1000866732818597	1.9999999999957299
1.0	0.5	3.0977483770624317	1.9999999999955302
1.0	0.5	3.0954061433669406	1.999999999995329
1.0	0.5	3.093059955532013	1.999999999995127
1.0	0.5	3.0907097967809274	1.999999999994924
1.0	0.5	3.0883556502225527	1.9999999999947213
1.0	0.5	3.085997498850269	1.999999999994519
1.0	0.5	3.083635325540879	1.999999999994316
1.0	0.5	3.0812691130535015	1.999999999994114
1.0	0.5	3.0788988440284593	1.9999999999939113
1.0	0.5	3.0765245009861455	1.9999999999937086
1.0	0.5	3.0741460663258806	1.9999999999935059
1.0	0.5	3.0717635223247557	1.999999999993302
1.0	0.5	3.0693768511364583	1.9999999999930982
1.0	0.5	3.0669860347900886	1.9999999999928952
1.0	0.5	3.064591055188956	1.9999999999926916
1.0	0.5	3.062191894109365	1.999999999992489
1.0	0.5	3.059788533199384	1.9999999999922873
1.0	0.5	3.0573809539776	1.9999999999920839
1.0	0.5	3.0549691378318546	1.999999999991881
1.0	0.5	3.0525530660179707	1.9999999999916782
1.0	0.5	3.050132719658457	1.999999999991475
1.0	0.5	3.047708079741198	1.9999999999912712
1.0	0.5	3.045279127118131	1.999999999991066
1.0	0.5	3.042845842503901	1.9999999999908613
1.0	0.5	3.040408206474503	1.9999999999906555
1.0	0.5	3.037966199465905	1.99999999999045
1.0	0.5	3.0355198017726543	1.9999999999902451
1.0	0.5	3.033068993546466	1.9999999999900409
1.0	0.5	3.0306137547947913	1.9999999999898366
1.0	0.5	3.0281540653793733	1.9999999999896327
1.0	0.5	3.025689905014776	1.9999999999894273
1.0	0.5	3.0232212532669025	1.9999999999892213
1.0	0.5	3.0207480895514887	1.9999999999890155
1.0	0.5	3.018270393132579	1.9999999999888094
1.0	0.5	3.0157881431209836	1.9999999999886044
1.0	0.5	3.0133013184727138	1.9999999999884015
1.0	0.5	3.010809897987398	1.9999999999881977
1.0	0.5	3.008313860306676	1.9999999999879927
1.0	0.5	3.005813183912574	1.9999999999877875
1.0	0.5	3.0033078471258574	1.9999999999875822
1.0	0.5	3.0007978281043597	1.9999999999873779
1.0	0.5	2.998283104841294	1.9999999999871734
1.0	0.5	2.995763655163536	1.999999999986968
1.0	0.5	2.9932394567298903	1.9999999999867628
1.0	0.5	2.9907104870293293	1.9999999999865576
1.0	0.5	2.988176723379211	1.9999999999863518
1.0	0.5	2.98563814292347	1.9999999999861457
1.0	0.5	2.9830947226307893	1.9999999999859392
1.0	0.5	2.9805464392927408	1.9999999999857327
1.0	0.5	2.9779932695219045	1.9999999999855276
1.0	0.5	2.9754351897499647	1.9999999999853233
1.0	0.5	2.972872176225773	1.9999999999851186
1.0	0.5	2.9703042050133917	1.999999999984913
1.0	0.5	2.9677312519901076	1.9999999999847078
1.0	0.5	2.9651532928444184	1.999999999984503
1.0	0.5	2.9625703030739903	1.999999999984297
1.0	0.5	2.9599822579835906	1.9999999999840907
1.0	0.5	2.957389132682989	1.999999999983885
1.0	0.5	2.9547909020848304	1.99999999998368
1.0	0.5	2.952187540902478	1.9999999999834739
1.0	0.5	2.9495790236478268	1.9999999999832687
1.0	0.5	2.946965324629087	1.999999999983065
1.0	0.5	2.9443464179485312	1.9999999999828595
1.0	0.5	2.9417222775002196	1.9999999999826537
1.0	0.5	2.939092876967682	1.999999999982449
1.0	0.5	2.9364581898215762	1.999999999982245
1.0	0.5	2.933818189317305	1.9999999999820406
1.0	0.5	2.931172848492606	1.9999999999818359
1.0	0.5	2.9285221401651045	1.9999999999816311
1.0	0.5	2.9258660369298264	1.9999999999814266
1.0	0.5	2.9232045111566847	1.999999999981223
1.0	0.5	2.920537534987921	1.9999999999810194
1.0	0.5	2.917865080335515	1.9999999999808153
1.0	0.5	2.9151871188785528	1.999999999980611
1.0	0.5	2.912503622060562	1.999999999980408
1.0	0.5	2.909814561086799	1.9999999999802056
1.0	0.5	2.9071199069215083	1.9999999999800022
1.0	0.5	2.9044196302851413	1.999999999979873
